id,name
1173,symphonic melodic deathcore
1174,progressive metal with jazz elements
1175,symphonic pagan black metal
1176,melodic symphonic heavy metal
1177,gothic metal with middle eastern influences
1178,metalcore with eastern folk influences
1179,metalcore with viking
1180,ambient doom metal
1181,blackened technical deathcore
1182,blackened crust
1183,technical power metal
1184,progressive black metal
1185,hard rock with various influences
1186,electronic heavy metal
1187,psychedelic rock
1188,thrash metal with jazz influences
1189,celtic folk metal
1190,post metal
1191,alternative hard rock
1192,black metal with rac influences
1193,glam rock
1194,middle eastern folk metal
1195,death metal with punk influences
1196,heavy metal with medieval influences
1197,melodic death metal with grindcore elements
1198,melodic death metal with alternative influences
1199,celtic symphonic metal
1200,industrial metalcore
1201,thrash metal with progressive metal elements
1202,power metal with melodic death influences
1203,death metal with doom
1204,grind n roll
1205,blackened electronic
1206,atmospheric alternative
1207,black metal with post-rock influences
1208,gothic metal with thrash and death metal elements
1209,raw blackened thrash metal
1210,crossover with industrial elements
1211,experimental grindcore with jazz influences
1212,black metal with psychobilly influences
1213,melodic death metal with nu-metal influences
1214,progressive speed metal
1215,avant-garde symphonic metal
1216,ritual ambient
1217,blackened folk metal
1218,thrash metal with ska influences
1219,symphonic metal with electro
1220,experimental slam
1221,noisegrind
1222,psychedelic doom metal
1223,thrash metal with doom influences
1224,meodic heavy
1225,thrash metal with black metal elements
1226,thrash metal with middle eastern influences
1227,extreme avant-garde metal
1228,death metal with thrash metal elements
1229,epic progressive doom metal
1230,industrial doom metal
1231,post-industrial metal
1232,gothic metal with power metal influences
1233,jazz rock
1234,progressive symphonic black metal
1235,neofolk black metal
1236,avant-garde gothic metal
1237,heavy metal with thrash and doom metal elements
1238,symphonic groove metal
1239,technical death metal with industrial influences
1240,depressive gothic
1241,psybient
1242,melodic death metal with groove influences
1243,heavy metal with hardcore influences
1244,viking folk metal
1245,experimental deathcore
1246,black metal with middle eastern influences
1247,progressive melodic heavy metal
1248,jazz fusion
1249,melodic symphonic black metal
1250,blackened epic heavy metal
1251,easy listening
1252,avant-garde grindcore
1253,epic black metal with folk influences
1254,technical progressive groove metal
1255,melodic black metal with folk
1256,melodic sludge metal
1257,thrash metal with rac
1258,heavy metal influences
1259,blackened drone
1260,industrial stoner metal
1261,industrial progressive metal
1262,sludge metal with hardcore influences
1263,death metal with electronic elements
1264,melodic heavy metal with neoclassical influences
1265,melodic atmospheric doom
1266,death metal influences
1267,doom metal with industrial and noise influences
1268,heavy metal with doom
1269,hardcore with flamenco influences
1270,progressive metal with groove
1271,melodic heavy metal with folk elements
1272,dark jazz
1273,rock opera
1274,atmospheric post-metal
1275,symphonic rock
1276,progressive death metal with punk influences
1277,death metal with grindcore and stoner metal influences
1278,thrash metal with latin jazz influences
1279,raw black metal with industrial influences
1280,progressive hard rock
1281,math rock
1282,brutal death metal with neoclassical influences
1283,heavy metal with thrash metal influences
1284,epic blackened doom metal
1285,brutal death metal with goregrind elements
1286,blackened post-hardcore
1287,indie rock
1288,experimental raw black metal
1289,blackened death metal with crust punk influences
1290,melodic black metal with hardcore punk influences
1291,experimental stoner metal
1292,d-beat
1293,speed metal with punk influences
1294,reggae
1295,progressive thrash metal with doom elements
1296,power electronics
1297,psychedelic blues
1298,metalcore with heavy metal influences
1299,hardcore with djent elements
1300,metal with black metal elements
1301,rock with progressive elements
1302,melodic neoclassical power metal
1303,death metal with progressive influences
1304,power metal with progressive influences
1305,black metal with grindcore influences
1306,heavy metal with punk influences
1307,black metal with electronica
1308,melodic technical death metal
1309,grindcore with hardcore elements
1310,heavy metal with gothic
1311,groove metal with gothic
1312,raw celtic folk metal
1313,sludge metal with thrash metal elements
1314,powerviolence with sludge influences
1315,heavy metal with hard rock
1316,gothic metal with power metal elements
1317,blackened death metal with thrash elements
1318,electronic doom metal
1319,hard rock with funk elements
1320,folk metal with black metal influences
1321,black metal with industrial influences
1322,progressive sludge metal
1323,groove metal with punk influences
1324,thrash metal with gothic elements
1325,technical melodic deathcore
1326,progressive symphonic power metal
1327,city pop
1328,black metal with gothic
1329,speed metal with black metal elements
1330,neoclassical progressive heavy metal
1331,progressive metal with folk
1332,thrash metal with power influences
1333,avant-garde atmospheric doom metal
1334,raw ambient black metal
1335,rock with gothic influences
1336,experimental post-rock
1337,pagan metal
1338,epic funeral doom metal
1339,post-black metal
1340,industrial alternative
1341,symphonic black metal with classical influences
1342,alternative heavy
1343,melodic pop
1344,experimental thrash metal
1345,progressive viking
1346,melodic atmospheric sludge metal
1347,soft rock
1348,symphonic melodic death metal
1349,death metal with middle eastern influences
1350,experimental grindcore
1351,atmsopheric post-black metal
1352,progressive metal with rock influences
1353,experimental gothic
1354,extreme symphonic metal
1355,avant-garde doom metal
1356,thrash metal with progressive influences
1357,rock with grunge elements
1358,progressive metal with folk influences
1359,shred metal
1360,shred with oriental influences
1361,melodic depressive black metal
1362,symphonic melodic power metal
1363,screamo
1364,gorenoise
1365,experimental technical thrash metal
1366,black metal with heavy metal influences
1367,breakcore
1368,extreme folk metal
1369,pop rock
1370,doom metal with black metal influences
1371,doom metal with psychedelic influences
1372,raw death
1373,blackened industrial metal
1374,industrial gothic metal
1375,heavy metal with progressive metal influences
